chrX	15705233	15705234	chrX	15705233	15705234	34.0	34.0	1.0
chrX	15705233	15705234	chrX	15705233	15705234	34.0	34.0	1.0
chrX	147036324	147036325	chrX	147036324	147036325	36.0	36.0	1.0
chrX	147036395	147036396	chrX	147036395	147036396	62.0	62.0	1.0
chrX	147036418	147036419	chrX	147036418	147036419	53.0	53.0	1.0
chrX	147047103	147047104	chrX	147047103	147047104	14.0	14.0	1.0
chrX	147047212	147047213	chrX	147047212	147047213	12.0	12.0	1.0
chrX	147047274	147047275	chrX	147047274	147047275	16.0	16.0	1.0
chrX	147047278	147047279	chrX	147047278	147047279	16.0	16.0	1.0
chrX	147036324	147036325	chrX	147036324	147036325	36.0	36.0	1.0
chrX	147036395	147036396	chrX	147036395	147036396	62.0	62.0	1.0
chrX	147036418	147036419	chrX	147036418	147036419	53.0	53.0	1.0
chrX	147036324	147036325	chrX	147036324	147036325	36.0	36.0	1.0
chrX	147036395	147036396	chrX	147036395	147036396	62.0	62.0	1.0
chrX	147036418	147036419	chrX	147036418	147036419	53.0	53.0	1.0
chrX	79147486	79147487	chrX	79147486	79147487	14.0	14.0	1.0
chrX	147054504	147054505	chrX	147054504	147054505	14.0	14.0	1.0
chrX	147054527	147054528	chrX	147054527	147054528	14.0	14.0	1.0
chrX	147054535	147054536	chrX	147054535	147054536	16.0	16.0	1.0
chrX	147054564	147054565	chrX	147054564	147054565	15.0	15.0	1.0
chrX	1972060	1972061	chrX	1972060	1972061	10.0	10.0	1.0
chrX	147930138	147930139	chrX	147930138	147930139	47.0	47.0	1.0
chrX	147930138	147930139	chrX	147930138	147930139	47.0	47.0	1.0
chrX	147930138	147930139	chrX	147930138	147930139	47.0	47.0	1.0
