50939	13.0	28.0	0.4642857142857143
50978	15.0	29.0	0.5172413793103449
55226	28.0	35.0	0.8
55227	29.0	36.0	0.8055555555555556
59040	16.0	27.0	0.5925925925925926
59052	12.0	32.0	0.375
689958	63.0	119.0	0.5294117647058824
894419	2.0	11.0	0.18181818181818182
894432	2.0	11.0	0.18181818181818182
896597	7.0	10.0	0.7
896617	8.0	11.0	0.7272727272727273
896619	8.0	11.0	0.7272727272727273
896725	5.0	16.0	0.3125
1436533	6.0	10.0	0.6
1436881	20.0	24.0	0.8333333333333334
1436971	10.0	13.0	0.7692307692307693
1709895	18.0	48.0	0.375
2886704	9.0	14.0	0.6428571428571429
2886878	4.0	14.0	0.2857142857142857
2887177	6.0	10.0	0.6
2887547	11.0	17.0	0.6470588235294118
9165475	11.0	17.0	0.6470588235294118
10216010	12.0	17.0	0.7058823529411765
12929665	16.0	24.0	0.6666666666666666
12934392	8.0	28.0	0.2857142857142857
14222318	7.0	10.0	0.7
16054760	17.0	30.0	0.5666666666666667
16134258	11.0	21.0	0.5238095238095238
16160868	10.0	16.0	0.625
17119384	13.0	26.0	0.5
19154874	54.0	54.0	1.0
19154899	53.0	53.0	1.0
23408575	6.0	10.0	0.6
31378455	5.0	12.0	0.4166666666666667
34532080	29.0	46.0	0.6304347826086957
37586063	19.0	25.0	0.76
37586160	18.0	26.0	0.6923076923076923
39953908	12.0	15.0	0.8
39965122	11.0	14.0	0.7857142857142857
39965864	5.0	13.0	0.38461538461538464
39966020	4.0	13.0	0.3076923076923077
46449547	60.0	60.0	1.0
46449554	71.0	71.0	1.0
46449556	71.0	71.0	1.0
46449609	52.0	52.0	1.0
46449624	40.0	40.0	1.0
46449697	68.0	68.0	1.0
46449826	77.0	77.0	1.0
46449869	52.0	52.0	1.0
47756919	6.0	13.0	0.46153846153846156
47775713	25.0	49.0	0.5102040816326531
49065827	9.0	16.0	0.5625
49140323	7.0	10.0	0.7
49221787	13.0	20.0	0.65
49233281	18.0	22.0	0.8181818181818182
49366979	7.0	12.0	0.5833333333333334
52475181	77.0	137.0	0.5620437956204379
53980030	7.0	11.0	0.6363636363636364
53983630	6.0	12.0	0.5
65854939	15.0	23.0	0.6521739130434783
65857662	6.0	11.0	0.5454545454545454
65857671	6.0	13.0	0.46153846153846156
65867234	11.0	19.0	0.5789473684210527
65867676	4.0	10.0	0.4
66031118	7.0	11.0	0.6363636363636364
66282270	60.0	85.0	0.7058823529411765
66883471	14.0	21.0	0.6666666666666666
68089101	33.0	33.0	1.0
68089121	34.0	34.0	1.0
71375758	15.0	30.0	0.5
71491465	26.0	34.0	0.7647058823529411
75170920	50.0	75.0	0.6666666666666666
75171000	55.0	93.0	0.5913978494623656
79109592	17.0	17.0	1.0
79127324	17.0	17.0	1.0
79127328	16.0	16.0	1.0
79147429	14.0	16.0	0.875
79147486	13.0	13.0	1.0
79294660	15.0	15.0	1.0
79294805	31.0	31.0	1.0
79294969	12.0	12.0	1.0
79295087	13.0	13.0	1.0
88618578	12.0	12.0	1.0
96716526	13.0	13.0	1.0
97334052	7.0	10.0	0.7
104239987	9.0	18.0	0.5
104244592	4.0	13.0	0.3076923076923077
104244979	16.0	25.0	0.64
112514754	16.0	43.0	0.37209302325581395
112999564	23.0	35.0	0.6571428571428571
113410350	9.0	17.0	0.5294117647058824
113555876	89.0	116.0	0.7672413793103449
113651687	41.0	46.0	0.8913043478260869
117660903	16.0	24.0	0.6666666666666666
118831364	40.0	40.0	1.0
127385893	11.0	18.0	0.6111111111111112
128771018	9.0	13.0	0.6923076923076923
129298941	3.0	11.0	0.2727272727272727
135207393	14.0	29.0	0.4827586206896552
135207713	14.0	33.0	0.42424242424242425
135207818	17.0	39.0	0.4358974358974359
147054504	11.0	11.0	1.0
147054535	10.0	10.0	1.0
147054564	10.0	10.0	1.0
147921667	9.0	12.0	0.75
147928655	7.0	10.0	0.7
