chrX	15705200	15705201	chrX	15705200	15705201	102.0	102.0	1.0
chrX	15705225	15705226	chrX	15705225	15705226	427.0	427.0	1.0
chrX	15705233	15705234	chrX	15705233	15705234	467.0	467.0	1.0
chrX	15705394	15705395	chrX	15705394	15705395	432.0	432.0	1.0
chrX	15705200	15705201	chrX	15705200	15705201	102.0	102.0	1.0
chrX	15705225	15705226	chrX	15705225	15705226	427.0	427.0	1.0
chrX	15705233	15705234	chrX	15705233	15705234	467.0	467.0	1.0
chrX	15705394	15705395	chrX	15705394	15705395	432.0	432.0	1.0
chrX	23720068	23720069	chrX	23720068	23720069	361.0	361.0	1.0
chrX	86750782	86750783	chrX	86750782	86750783	31.0	31.0	1.0
chrX	86750783	86750784	chrX	86750783	86750784	31.0	31.0	1.0
chrX	43034819	43034820	chrX	43034819	43034820	28.0	28.0	1.0
chrX	77042646	77042647	chrX	77042646	77042647	11.0	11.0	1.0
chrX	79147400	79147401	chrX	79147400	79147401	22.0	22.0	1.0
chrX	79147429	79147430	chrX	79147429	79147430	27.0	27.0	1.0
chrX	79147486	79147487	chrX	79147486	79147487	40.0	40.0	1.0
chrX	147054504	147054505	chrX	147054504	147054505	34.0	34.0	1.0
chrX	147054527	147054528	chrX	147054527	147054528	40.0	40.0	1.0
chrX	147054535	147054536	chrX	147054535	147054536	42.0	42.0	1.0
chrX	147054564	147054565	chrX	147054564	147054565	36.0	36.0	1.0
chrX	147054617	147054618	chrX	147054617	147054618	35.0	35.0	1.0
