chrX	15705200	15705201	chrX	15705200	15705201	36.0	36.0	1.0
chrX	15705225	15705226	chrX	15705225	15705226	176.0	176.0	1.0
chrX	15705233	15705234	chrX	15705233	15705234	186.0	186.0	1.0
chrX	15705394	15705395	chrX	15705394	15705395	181.0	181.0	1.0
chrX	15705200	15705201	chrX	15705200	15705201	36.0	36.0	1.0
chrX	15705225	15705226	chrX	15705225	15705226	176.0	176.0	1.0
chrX	15705233	15705234	chrX	15705233	15705234	186.0	186.0	1.0
chrX	15705394	15705395	chrX	15705394	15705395	181.0	181.0	1.0
chrX	23720068	23720069	chrX	23720068	23720069	75.0	75.0	1.0
chrX	86750782	86750783	chrX	86750782	86750783	23.0	23.0	1.0
chrX	86750783	86750784	chrX	86750783	86750784	23.0	23.0	1.0
chrX	43034819	43034820	chrX	43034819	43034820	36.0	36.0	1.0
chrX	147054504	147054505	chrX	147054504	147054505	14.0	14.0	1.0
chrX	147054527	147054528	chrX	147054527	147054528	22.0	22.0	1.0
chrX	147054535	147054536	chrX	147054535	147054536	27.0	27.0	1.0
chrX	147054564	147054565	chrX	147054564	147054565	30.0	30.0	1.0
chrX	147054617	147054618	chrX	147054617	147054618	24.0	24.0	1.0
chrX	147928655	147928656	chrX	147928655	147928656	24.0	24.0	1.0
chrX	147930149	147930150	chrX	147930149	147930150	18.0	18.0	1.0
chrX	147928655	147928656	chrX	147928655	147928656	24.0	24.0	1.0
chrX	147930149	147930150	chrX	147930149	147930150	18.0	18.0	1.0
chrX	147928655	147928656	chrX	147928655	147928656	24.0	24.0	1.0
chrX	147930149	147930150	chrX	147930149	147930150	18.0	18.0	1.0
