chrX	15705200	15705201	chrX	15705200	15705201	14.0	14.0	1.0
chrX	15705225	15705226	chrX	15705225	15705226	101.0	101.0	1.0
chrX	15705200	15705201	chrX	15705200	15705201	14.0	14.0	1.0
chrX	15705225	15705226	chrX	15705225	15705226	101.0	101.0	1.0
chrX	43034819	43034820	chrX	43034819	43034820	32.0	32.0	1.0
chrX	144620988	144620989	chrX	144620988	144620989	17.0	17.0	1.0
chrX	144621014	144621015	chrX	144621014	144621015	18.0	18.0	1.0
chrX	144621029	144621030	chrX	144621029	144621030	15.0	15.0	1.0
chrX	147036324	147036325	chrX	147036324	147036325	47.0	47.0	1.0
chrX	147036361	147036362	chrX	147036361	147036362	46.0	46.0	1.0
chrX	147036395	147036396	chrX	147036395	147036396	60.0	60.0	1.0
chrX	147036400	147036401	chrX	147036400	147036401	59.0	59.0	1.0
chrX	147036418	147036419	chrX	147036418	147036419	54.0	54.0	1.0
chrX	147047212	147047213	chrX	147047212	147047213	13.0	13.0	1.0
chrX	147036324	147036325	chrX	147036324	147036325	47.0	47.0	1.0
chrX	147036361	147036362	chrX	147036361	147036362	46.0	46.0	1.0
chrX	147036395	147036396	chrX	147036395	147036396	60.0	60.0	1.0
chrX	147036400	147036401	chrX	147036400	147036401	59.0	59.0	1.0
chrX	147036418	147036419	chrX	147036418	147036419	54.0	54.0	1.0
chrX	147036324	147036325	chrX	147036324	147036325	47.0	47.0	1.0
chrX	147036361	147036362	chrX	147036361	147036362	46.0	46.0	1.0
chrX	147036395	147036396	chrX	147036395	147036396	60.0	60.0	1.0
chrX	147036400	147036401	chrX	147036400	147036401	59.0	59.0	1.0
chrX	147036418	147036419	chrX	147036418	147036419	54.0	54.0	1.0
chrX	51049	51050	chrX	51049	51050	10.0	10.0	1.0
chrX	51073	51074	chrX	51073	51074	13.0	13.0	1.0
chrX	54862	54863	chrX	54862	54863	10.0	10.0	1.0
chrX	51049	51050	chrX	51049	51050	10.0	10.0	1.0
chrX	51073	51074	chrX	51073	51074	13.0	13.0	1.0
chrX	54862	54863	chrX	54862	54863	10.0	10.0	1.0
chrX	92066	92067	chrX	92066	92067	16.0	16.0	1.0
chrX	79119661	79119662	chrX	79119661	79119662	12.0	12.0	1.0
chrX	79119661	79119662	chrX	79119661	79119662	12.0	12.0	1.0
chrX	79119661	79119662	chrX	79119661	79119662	12.0	12.0	1.0
chrX	147054504	147054505	chrX	147054504	147054505	25.0	25.0	1.0
chrX	147054527	147054528	chrX	147054527	147054528	35.0	35.0	1.0
chrX	147054535	147054536	chrX	147054535	147054536	37.0	37.0	1.0
chrX	147054564	147054565	chrX	147054564	147054565	29.0	29.0	1.0
chrX	147054617	147054618	chrX	147054617	147054618	12.0	12.0	1.0
chrX	80219170	80219171	chrX	80219170	80219171	14.0	14.0	1.0
