chrX	15705200	15705201	chrX	15705200	15705201	11.0	11.0	1.0
chrX	15705225	15705226	chrX	15705225	15705226	43.0	43.0	1.0
chrX	15705200	15705201	chrX	15705200	15705201	11.0	11.0	1.0
chrX	15705225	15705226	chrX	15705225	15705226	43.0	43.0	1.0
chrX	67240926	67240927	chrX	67240926	67240927	10.0	10.0	1.0
chrX	144620988	144620989	chrX	144620988	144620989	20.0	20.0	1.0
chrX	144621014	144621015	chrX	144621014	144621015	19.0	19.0	1.0
chrX	144621029	144621030	chrX	144621029	144621030	19.0	19.0	1.0
chrX	79119661	79119662	chrX	79119661	79119662	10.0	10.0	1.0
chrX	79119661	79119662	chrX	79119661	79119662	10.0	10.0	1.0
chrX	79119661	79119662	chrX	79119661	79119662	10.0	10.0	1.0
chrX	147054504	147054505	chrX	147054504	147054505	15.0	15.0	1.0
chrX	147054527	147054528	chrX	147054527	147054528	18.0	18.0	1.0
chrX	147054535	147054536	chrX	147054535	147054536	19.0	19.0	1.0
chrX	147054564	147054565	chrX	147054564	147054565	16.0	16.0	1.0
chrX	67240926	67240927	chrX	67240926	67240927	10.0	10.0	1.0
chrX	67240926	67240927	chrX	67240926	67240927	10.0	10.0	1.0
chrX	67240926	67240927	chrX	67240926	67240927	10.0	10.0	1.0
chrX	67240926	67240927	chrX	67240926	67240927	10.0	10.0	1.0
chrX	67240926	67240927	chrX	67240926	67240927	10.0	10.0	1.0
