chrX	43034819	43034820	chrX	43034819	43034820	27.0	27.0	1.0
chrX	143276932	143276933	chrX	143276932	143276933	16.0	16.0	1.0
chrX	144620988	144620989	chrX	144620988	144620989	17.0	17.0	1.0
chrX	144621014	144621015	chrX	144621014	144621015	10.0	10.0	1.0
chrX	147036324	147036325	chrX	147036324	147036325	51.0	51.0	1.0
chrX	147036353	147036354	chrX	147036353	147036354	57.0	57.0	1.0
chrX	147036395	147036396	chrX	147036395	147036396	97.0	97.0	1.0
chrX	147036400	147036401	chrX	147036400	147036401	95.0	95.0	1.0
chrX	147036418	147036419	chrX	147036418	147036419	81.0	81.0	1.0
chrX	147047103	147047104	chrX	147047103	147047104	11.0	11.0	1.0
chrX	147047274	147047275	chrX	147047274	147047275	24.0	24.0	1.0
chrX	147047278	147047279	chrX	147047278	147047279	25.0	25.0	1.0
chrX	147036324	147036325	chrX	147036324	147036325	51.0	51.0	1.0
chrX	147036353	147036354	chrX	147036353	147036354	57.0	57.0	1.0
chrX	147036395	147036396	chrX	147036395	147036396	97.0	97.0	1.0
chrX	147036400	147036401	chrX	147036400	147036401	95.0	95.0	1.0
chrX	147036418	147036419	chrX	147036418	147036419	81.0	81.0	1.0
chrX	147036324	147036325	chrX	147036324	147036325	51.0	51.0	1.0
chrX	147036353	147036354	chrX	147036353	147036354	57.0	57.0	1.0
chrX	147036395	147036396	chrX	147036395	147036396	97.0	97.0	1.0
chrX	147036400	147036401	chrX	147036400	147036401	95.0	95.0	1.0
chrX	147036418	147036419	chrX	147036418	147036419	81.0	81.0	1.0
chrX	13223208	13223209	chrX	13223208	13223209	16.0	16.0	1.0
chrX	13223390	13223391	chrX	13223390	13223391	16.0	16.0	1.0
chrX	13223208	13223209	chrX	13223208	13223209	16.0	16.0	1.0
chrX	13223390	13223391	chrX	13223390	13223391	16.0	16.0	1.0
chrX	8720846	8720847	chrX	8720846	8720847	14.0	14.0	1.0
chrX	8720846	8720847	chrX	8720846	8720847	14.0	14.0	1.0
chrX	8720846	8720847	chrX	8720846	8720847	14.0	14.0	1.0
chrX	67407082	67407083	chrX	67407082	67407083	42.0	42.0	1.0
chrX	67407082	67407083	chrX	67407082	67407083	42.0	42.0	1.0
chrX	67407082	67407083	chrX	67407082	67407083	42.0	42.0	1.0
chrX	67407082	67407083	chrX	67407082	67407083	42.0	42.0	1.0
chrX	75078103	75078104	chrX	75078103	75078104	11.0	11.0	1.0
chrX	75078103	75078104	chrX	75078103	75078104	11.0	11.0	1.0
chrX	147054400	147054401	chrX	147054400	147054401	23.0	23.0	1.0
chrX	147054504	147054505	chrX	147054504	147054505	31.0	31.0	1.0
chrX	147054527	147054528	chrX	147054527	147054528	34.0	34.0	1.0
chrX	147054535	147054536	chrX	147054535	147054536	34.0	34.0	1.0
chrX	147054564	147054565	chrX	147054564	147054565	35.0	35.0	1.0
chrX	80219170	80219171	chrX	80219170	80219171	13.0	13.0	1.0
