47749	5.0	10.0	0.5
49315	8.0	11.0	0.7272727272727273
55035	5.0	10.0	0.5
55147	5.0	10.0	0.5
55226	9.0	14.0	0.6428571428571429
55227	10.0	15.0	0.6666666666666666
59052	6.0	11.0	0.5454545454545454
60624	7.0	11.0	0.6363636363636364
65150	8.0	14.0	0.5714285714285714
895831	5.0	14.0	0.35714285714285715
895901	9.0	17.0	0.5294117647058824
896610	15.0	21.0	0.7142857142857143
896619	16.0	24.0	0.6666666666666666
1436503	31.0	52.0	0.5961538461538461
1436704	20.0	36.0	0.5555555555555556
1437694	14.0	22.0	0.6363636363636364
1438273	10.0	22.0	0.45454545454545453
1717258	118.0	206.0	0.5728155339805825
1724510	15.0	27.0	0.5555555555555556
2886704	8.0	16.0	0.5
2887177	8.0	10.0	0.8
8757324	20.0	32.0	0.625
8757339	22.0	41.0	0.5365853658536586
12936551	10.0	11.0	0.9090909090909091
15705394	120.0	120.0	1.0
23503466	14.0	14.0	1.0
23645574	7.0	11.0	0.6363636363636364
23645676	17.0	27.0	0.6296296296296297
30843305	9.0	11.0	0.8181818181818182
34559113	29.0	43.0	0.6744186046511628
38546634	53.0	87.0	0.6091954022988506
39966020	10.0	14.0	0.7142857142857143
43853313	187.0	295.0	0.6338983050847458
46449547	68.0	68.0	1.0
46449609	71.0	71.0	1.0
46449624	55.0	55.0	1.0
46449697	118.0	118.0	1.0
46449800	139.0	139.0	1.0
46449826	113.0	113.0	1.0
47756919	25.0	35.0	0.7142857142857143
47775713	24.0	44.0	0.5454545454545454
49059595	10.0	17.0	0.5882352941176471
49065827	20.0	32.0	0.625
49140164	25.0	31.0	0.8064516129032258
49221787	8.0	12.0	0.6666666666666666
49366979	9.0	17.0	0.5294117647058824
49691386	78.0	78.0	1.0
52603911	14.0	34.0	0.4117647058823529
52634308	10.0	18.0	0.5555555555555556
63392240	20.0	29.0	0.6896551724137931
65850504	10.0	15.0	0.6666666666666666
65857671	8.0	13.0	0.6153846153846154
68089101	27.0	27.0	1.0
68089121	29.0	29.0	1.0
71949028	50.0	66.0	0.7575757575757576
79294627	10.0	10.0	1.0
79294805	19.0	19.0	1.0
79295016	10.0	10.0	1.0
88618512	10.0	10.0	1.0
95809982	35.0	54.0	0.6481481481481481
104244979	5.0	11.0	0.45454545454545453
118831364	127.0	127.0	1.0
118831387	406.0	406.0	1.0
118831442	522.0	522.0	1.0
118831736	505.0	505.0	1.0
130702395	11.0	20.0	0.55
144306116	16.0	29.0	0.5517241379310345
147054400	17.0	17.0	1.0
147054504	35.0	36.0	0.9722222222222222
147054527	41.0	41.0	1.0
147054535	24.0	42.0	0.5714285714285714
147054564	36.0	36.0	1.0
147054617	20.0	20.0	1.0
147054680	29.0	29.0	1.0
147054688	27.0	27.0	1.0
147159770	14.0	15.0	0.9333333333333333
147165690	54.0	80.0	0.675
147208416	6.0	10.0	0.6
147431115	13.0	23.0	0.5652173913043478
147433464	16.0	18.0	0.8888888888888888
147437102	9.0	18.0	0.5
147497298	8.0	14.0	0.5714285714285714
147510684	7.0	10.0	0.7
147739447	35.0	63.0	0.5555555555555556
147745237	32.0	53.0	0.6037735849056604
147754603	28.0	44.0	0.6363636363636364
147850702	24.0	33.0	0.7272727272727273
147876236	15.0	24.0	0.625
147921667	12.0	15.0	0.8
147930141	12.0	13.0	0.9230769230769231
147930149	14.0	14.0	1.0
147934644	24.0	35.0	0.6857142857142857
148106654	9.0	13.0	0.6923076923076923
