chrX	15705394	15705395	chrX	15705394	15705395	40.0	40.0	1.0
chrX	15705394	15705395	chrX	15705394	15705395	40.0	40.0	1.0
chrX	12991609	12991610	chrX	12991609	12991610	12.0	12.0	1.0
chrX	12991609	12991610	chrX	12991609	12991610	12.0	12.0	1.0
chrX	144621063	144621064	chrX	144621063	144621064	10.0	10.0	1.0
chrX	147036324	147036325	chrX	147036324	147036325	73.0	73.0	1.0
chrX	147036361	147036362	chrX	147036361	147036362	82.0	82.0	1.0
chrX	147036395	147036396	chrX	147036395	147036396	117.0	117.0	1.0
chrX	147036400	147036401	chrX	147036400	147036401	116.0	116.0	1.0
chrX	147036418	147036419	chrX	147036418	147036419	103.0	103.0	1.0
chrX	147047103	147047104	chrX	147047103	147047104	10.0	10.0	1.0
chrX	147047212	147047213	chrX	147047212	147047213	15.0	15.0	1.0
chrX	147036324	147036325	chrX	147036324	147036325	73.0	73.0	1.0
chrX	147036361	147036362	chrX	147036361	147036362	82.0	82.0	1.0
chrX	147036395	147036396	chrX	147036395	147036396	117.0	117.0	1.0
chrX	147036400	147036401	chrX	147036400	147036401	116.0	116.0	1.0
chrX	147036418	147036419	chrX	147036418	147036419	103.0	103.0	1.0
chrX	147036324	147036325	chrX	147036324	147036325	73.0	73.0	1.0
chrX	147036361	147036362	chrX	147036361	147036362	82.0	82.0	1.0
chrX	147036395	147036396	chrX	147036395	147036396	117.0	117.0	1.0
chrX	147036400	147036401	chrX	147036400	147036401	116.0	116.0	1.0
chrX	147036418	147036419	chrX	147036418	147036419	103.0	103.0	1.0
chrX	147054400	147054401	chrX	147054400	147054401	10.0	10.0	1.0
chrX	147054504	147054505	chrX	147054504	147054505	14.0	14.0	1.0
chrX	147054527	147054528	chrX	147054527	147054528	15.0	15.0	1.0
chrX	147054564	147054565	chrX	147054564	147054565	15.0	15.0	1.0
chrX	147054617	147054618	chrX	147054617	147054618	20.0	20.0	1.0
chrX	147930141	147930142	chrX	147930141	147930142	34.0	34.0	1.0
chrX	147930149	147930150	chrX	147930149	147930150	27.0	27.0	1.0
chrX	147930141	147930142	chrX	147930141	147930142	34.0	34.0	1.0
chrX	147930149	147930150	chrX	147930149	147930150	27.0	27.0	1.0
chrX	147930141	147930142	chrX	147930141	147930142	34.0	34.0	1.0
chrX	147930149	147930150	chrX	147930149	147930150	27.0	27.0	1.0
chrX	114330876	114330877	chrX	114330876	114330877	10.0	10.0	1.0
