chrX	15705200	15705201	chrX	15705200	15705201	36.0	36.0	1.0
chrX	15705225	15705226	chrX	15705225	15705226	207.0	207.0	1.0
chrX	15705200	15705201	chrX	15705200	15705201	36.0	36.0	1.0
chrX	15705225	15705226	chrX	15705225	15705226	207.0	207.0	1.0
chrX	147823222	147823223	chrX	147823222	147823223	18.0	18.0	1.0
chrX	147054400	147054401	chrX	147054400	147054401	20.0	20.0	1.0
chrX	147054504	147054505	chrX	147054504	147054505	44.0	44.0	1.0
chrX	147054527	147054528	chrX	147054527	147054528	46.0	46.0	1.0
chrX	147054535	147054536	chrX	147054535	147054536	55.0	55.0	1.0
chrX	147054564	147054565	chrX	147054564	147054565	46.0	46.0	1.0
chrX	147054617	147054618	chrX	147054617	147054618	34.0	34.0	1.0
