chrX	15705225	15705226	chrX	15705225	15705226	41.0	41.0	1.0
chrX	15705225	15705226	chrX	15705225	15705226	41.0	41.0	1.0
chrX	43034819	43034820	chrX	43034819	43034820	28.0	28.0	1.0
chrX	147823222	147823223	chrX	147823222	147823223	17.0	17.0	1.0
chrX	147054400	147054401	chrX	147054400	147054401	20.0	20.0	1.0
chrX	147054504	147054505	chrX	147054504	147054505	38.0	38.0	1.0
chrX	147054527	147054528	chrX	147054527	147054528	39.0	39.0	1.0
chrX	147054535	147054536	chrX	147054535	147054536	38.0	38.0	1.0
chrX	147054564	147054565	chrX	147054564	147054565	22.0	22.0	1.0
chrX	147054617	147054618	chrX	147054617	147054618	14.0	14.0	1.0
