chrX	143276932	143276933	chrX	143276932	143276933	11.0	11.0	1.0
chrX	147054400	147054401	chrX	147054400	147054401	31.0	31.0	1.0
chrX	147054504	147054505	chrX	147054504	147054505	43.0	43.0	1.0
chrX	147054527	147054528	chrX	147054527	147054528	39.0	39.0	1.0
chrX	147054535	147054536	chrX	147054535	147054536	38.0	38.0	1.0
chrX	147054564	147054565	chrX	147054564	147054565	43.0	43.0	1.0
chrX	147054617	147054618	chrX	147054617	147054618	18.0	18.0	1.0
chrX	147823222	147823223	chrX	147823222	147823223	14.0	14.0	1.0
chrX	23903742	23903743	chrX	23903742	23903743	12.0	12.0	1.0
chrX	43034819	43034820	chrX	43034819	43034820	17.0	17.0	1.0
