chrX	125616633	125616634	chrX	125616633	125616634	19.0	19.0	1.0
chrX	144620940	144620941	chrX	144620940	144620941	17.0	17.0	1.0
chrX	144620988	144620989	chrX	144620988	144620989	17.0	17.0	1.0
chrX	144621014	144621015	chrX	144621014	144621015	14.0	14.0	1.0
chrX	144621029	144621030	chrX	144621029	144621030	16.0	16.0	1.0
chrX	144621063	144621064	chrX	144621063	144621064	10.0	10.0	1.0
chrX	147054400	147054401	chrX	147054400	147054401	25.0	25.0	1.0
chrX	147054504	147054505	chrX	147054504	147054505	40.0	40.0	1.0
chrX	147054527	147054528	chrX	147054527	147054528	41.0	41.0	1.0
chrX	147054535	147054536	chrX	147054535	147054536	38.0	38.0	1.0
chrX	147054564	147054565	chrX	147054564	147054565	37.0	37.0	1.0
chrX	43034819	43034820	chrX	43034819	43034820	68.0	68.0	1.0
chrX	77042808	77042809	chrX	77042808	77042809	13.0	13.0	1.0
chrX	86750940	86750941	chrX	86750940	86750941	21.0	21.0	1.0
